"SPORDER","PUMA","PWGTP","CIT","COW","ENG","FER","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MIG","NWAB","NWLA","NWLK","SCH","SCHL","SEX","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MSP","NATIVITY","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","WAOB","Class"
1,"702",85,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","3","2","2","1","2","1","2","2","2","1","20","2","0","0","0","2","1","935","999","0","0","6","0","0","0","4","1","0","0","4","0","4","25","2","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
2,"605",82,"1","1","0","0","2","0","1","2","2","2","3",0,"2","2","1","2","2","1","2","1","3","3","3","1","21","1","5","2","5","0","4","999","999","0","0","1","6991","25","0","1","1","0","1021","0","5","6","42","6","800","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"1301",74,"1","1","0","0","2","0","1","2","2","2","1",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","2","2","5","1","1","195","995","0","1","1","770","49","0","1","1","0","5740","4","4","4","17","6","1290","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"1004",75,"1","1","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","1","2","19","1","1","3","1","2","1","308","999","0","0","3","8470","0","0","6","1","-1","4622","0","3","3","25","0","0","0","1","2","3","2","3000","2","0","1","1","0","0","-1","0","0","1","No"
1,"801",35,"1","0","0","2","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","3","19","2","0","0","0","0","4","999","999","0","0","6","0","0","0","6","1","-1","0","0","0","0","25","0","0","0","1","2","4","2","3000","2","0","1","1","0","0","-1","0","0","1","No"
1,"1103",31,"1","1","0","0","2","2","1","1","1","2","0",0,"0","2","1","2","2","2","2","1","2","2","2","1","22","1","0","0","0","2","2","50","142","0","0","6","6992","0","0","1","1","0","800","0","0","4","9","6","0","0","1","1","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"1002",101,"1","1","0","2","0","0","1","2","2","2","3",2,"1","2","5","0","0","0","0","1","3","3","3","1","21","2","3","3","5","1","1","142","999","0","2","1","4670","55","0","6","1","0","4760","4","5","5","25","5","900","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"705",41,"1","0","0","0","2","2","2","1","1","1","0",0,"0","2","2","2","2","1","2","1","3","3","3","1","21","2","0","0","0","0","1","26","999","0","0","6","0","0","0","3","1","-1","0","0","0","4","25","0","0","0","1","1","2","1","1000","1","0","0","1","0","1","-1","2","2","1","Yes"
1,"806",200,"1","0","3","0","2","0","2","2","1","2","0",0,"0","1","3","2","2","1","2","1","2","2","2","1","1","1","0","0","0","2","1","239","999","0","0","6","0","0","1200","4","1","0","0","0","0","3","25","3","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
1,"1002",69,"1","4","1","2","0","0","1","2","2","2","0",0,"11","1","5","0","0","0","0","1","3","3","3","3","19","2","1","1","1","0","4","999","999","0","0","1","7860","0","2000","6","1","-1","2310","0","3","3","48","0","1000","25","1","2","2","6","4000","5","1","0","1","0","0","-1","0","0","1","No"
4,"301",31,"5","7","3","0","2","1","2","1","2","2","2",1,"1","1","5","0","0","0","0","1","3","3","3","1","13","1","2","1","5","0","4","999","999","8","1","1","8680","2","1380","6","2","0","4000","0","4","4","202","3","290","25","1","2","3","6","4006","10","1","0","1","0","0","0","0","0","4","No"
3,"1104",44,"1","0","0","0","0","2","2","1","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","15","1","0","0","0","2","4","999","999","0","0","6","0","0","0","6","1","0","0","0","0","4","44","6","0","0","1","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
1,"402",87,"4","0","3","0","2","0","2","2","1","2","0",0,"0","1","1","2","2","1","2","1","3","2","2","1","15","1","0","0","0","2","1","785","999","7","0","6","0","0","1960","1","2","0","0","0","0","3","247","1","0","0","2","1","4","6","4014","9","1","0","1","0","0","0","0","0","4","No"
1,"904",110,"4","2","1","0","2","0","2","2","1","2","4",1,"1","1","3","2","2","1","2","1","3","3","3","1","17","2","2","2","5","1","1","233","999","6","1","1","8180","31","1200","4","2","0","3300","4","4","5","363","5","800","25","2","1","1","9","9000","29","0","0","2","1","1","0","0","0","3","No"
1,"1104",104,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","1","0","0","0","2","1","22","999","0","0","6","0","0","0","1","1","0","0","0","0","5","25","5","0","0","1","1","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
3,"802",23,"1","2","2","0","0","0","2","2","2","1","3",0,"3","1","5","0","0","0","0","1","3","3","3","3","19","1","1","2","5","1","1","795","999","0","0","1","8290","61","2050","6","1","0","3930","0","3","3","25","2","800","25","2","1","1","6","4000","5","1","0","1","0","0","0","0","0","1","No"
3,"403",88,"1","2","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","3","2","2","1","1","21","1","1","2","2","2","2","50","22","0","0","3","7780","0","0","6","1","0","725","0","3","3","25","6","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"609",68,"1","1","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","22","1","5","2","5","1","2","935","50","0","0","1","7380","0","0","1","1","0","1530","0","5","6","23","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"703",52,"1","1","0","0","2","0","1","2","2","2","3",1,"1","2","4","2","2","2","2","1","3","3","3","1","19","1","4","3","5","1","1","32","999","0","1","1","3291","44","0","5","1","0","7330","0","5","6","23","6","5100","41","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"704",45,"4","0","1","0","2","2","2","1","1","1","0",0,"0","1","2","2","2","2","2","1","2","2","2","1","15","2","0","0","0","2","1","51","999","3","0","6","0","0","1155","3","2","0","0","4","0","4","120","6","0","0","1","1","4","1","1000","1","0","0","1","0","1","0","0","0","5","No"
1,"1301",98,"1","1","0","0","2","0","2","2","1","2","1",1,"1","2","3","2","2","1","2","1","3","3","3","1","16","2","3","2","5","1","2","924","50","0","1","1","8590","37","0","4","1","0","20","4","5","6","25","6","1290","25","2","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"402",87,"1","1","0","0","0","0","2","2","2","2","3",2,"1","2","5","0","0","0","0","3","3","3","3","1","16","1","1","2","2","1","1","902","999","0","2","1","5392","109","0","6","1","0","8990","0","3","3","25","4","100","25","2","2","1","2","3000","2","0","1","1","0","0","0","0","0","1","No"
2,"805",56,"1","2","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","24","2","3","3","5","0","4","999","999","0","0","1","7860","0","0","1","1","0","2310","4","5","5","25","6","800","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
3,"802",60,"1","1","0","0","2","0","2","2","2","1","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","21","1","3","2","5","0","4","999","999","0","0","1","7590","0","0","6","1","0","160","0","5","5","9","6","800","25","2","1","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
4,"901",60,"1","1","0","2","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","2","13","2","1","1","1","2","2","50","51","0","0","6","8590","0","0","6","1","1","4020","4","3","3","25","6","0","0","1","2","2","1","1000","1","0","0","1","0","1","1","0","0","1","No"
3,"1201",71,"5","0","0","0","0","0","2","2","2","2","0",0,"0","2","5","0","0","0","0","2","2","2","2","1","16","1","0","0","0","2","1","239","999","8","0","6","0","0","0","6","2","0","0","0","0","0","373","1","0","0","2","2","2","8","8000","15","0","0","1","1","0","0","0","0","3","No"
2,"706",62,"4","0","1","0","2","2","2","1","2","2","0",0,"0","1","1","2","2","1","2","1","2","2","2","1","14","1","0","0","0","2","1","275","999","6","0","6","0","0","1200","1","2","0","0","0","0","3","329","2","0","0","1","2","4","9","9000","38","0","1","2","1","0","0","0","0","3","No"
1,"605",32,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","16","1","0","0","0","2","1","22","999","0","0","6","0","0","0","6","1","-1","0","0","0","3","25","1","0","0","2","1","3","1","1000","1","0","0","1","0","1","-1","0","0","1","Yes"
1,"501",20,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","2","2","2","1","1","1","2","2","2","1","16","2","0","0","0","2","2","22","935","0","0","6","0","0","0","3","1","0","0","4","0","4","25","2","0","0","1","1","4","9","9000","17","0","0","2","0","1","0","0","0","1","No"
1,"502",239,"4","1","2","0","2","0","2","2","2","1","2",1,"1","1","1","2","2","1","2","1","3","3","3","1","16","1","4","4","5","1","1","750","999","5","1","1","2880","7","2575","1","2","0","8030","0","5","6","217","6","500","25","2","1","4","6","4003","8","1","0","1","0","0","0","0","0","4","No"
2,"607",32,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","20","1","3","3","5","1","2","51","50","0","1","1","770","34","0","1","1","0","7340","0","5","5","25","6","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"704",59,"1","6","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","23","1","0","3","5","1","1","50","999","0","1","1","7270","31","0","1","1","0","2100","0","4","4","25","2","800","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"703",54,"1","1","0","1","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","3","2","3","1","2","51","50","0","0","1","7380","0","0","1","1","0","710","1","5","5","25","6","700","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
4,"604",69,"1","1","0","0","0","2","2","1","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","2","14","1","1","1","1","2","1","939","999","0","0","6","170","0","0","6","1","0","4030","0","3","3","25","6","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"805",80,"1","1","0","0","0","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","1","4","3","5","1","1","88","999","0","1","1","5491","61","0","1","1","0","10","0","5","6","48","6","900","25","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"1004",176,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","23","1","0","0","0","2","1","148","999","0","0","6","0","0","0","1","1","0","0","0","0","4","25","3","0","0","2","1","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"1002",72,"5","1","3","0","2","2","2","1","1","2","2",1,"1","1","1","2","2","1","2","1","3","3","3","1","18","2","2","1","5","1","1","750","999","6","1","1","9070","79","2575","1","2","0","440","4","4","4","217","6","1000","25","1","1","1","6","4003","8","1","0","1","0","0","0","0","0","4","No"
1,"1004",40,"2","1","1","0","2","0","2","2","2","1","1",1,"1","1","4","2","2","2","2","1","3","3","3","1","17","1","3","3","5","1","1","261","999","5","1","1","1190","134","1200","5","1","0","9130","0","5","5","72","5","1000","25","2","1","4","9","9000","29","0","0","2","1","1","0","0","0","2","No"
2,"602",194,"5","6","4","2","2","0","2","2","2","2","4",1,"1","1","3","2","2","1","2","3","3","3","3","1","16","2","0","2","5","1","1","360","999","4","1","1","9290","34","1210","4","2","0","4230","4","4","4","362","2","600","25","2","2","3","9","9000","29","0","0","2","1","1","0","0","0","3","No"
3,"504",65,"1","2","0","0","2","0","1","2","2","2","3",1,"1","2","5","0","0","0","0","1","3","3","3","1","22","1","3","2","5","0","4","999","999","0","1","1","7870","37","0","6","1","0","2205","0","5","5","6","6","500","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"601",30,"1","2","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","2","0","0","0","2","2","22","21","0","0","6","7860","0","0","1","1","0","2310","4","0","0","26","3","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
3,"704",66,"1","0","1","2","0","2","2","1","2","2","0",0,"0","1","5","0","0","0","0","1","3","3","3","3","16","2","0","0","0","0","1","360","999","0","0","6","0","0","1210","6","1","0","0","4","0","0","25","5","0","0","1","2","1","9","9000","38","0","1","2","1","0","0","0","0","1","No"
2,"201",27,"1","7","0","2","2","1","2","1","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","22","2","2","3","5","1","2","22","291","0","0","1","8564","0","0","1","1","0","2850","3","4","4","37","5","290","25","1","2","4","9","9000","29","0","0","2","1","1","0","2","2","1","No"
1,"501",21,"1","1","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","3","21","1","0","0","0","2","3","996","999","0","0","6","8090","0","0","1","1","0","3620","0","0","0","25","5","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"506",56,"1","2","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","20","2","3","2","5","1","1","939","999","0","1","1","7970","43","0","1","1","0","3323","4","5","5","25","6","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"502",77,"1","1","0","0","2","2","1","1","2","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","21","1","4","2","5","1","2","931","50","0","0","1","7380","0","0","6","1","0","1021","0","5","6","33","6","500","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"503",73,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","2","2","5","1","1","939","999","0","1","1","7480","37","0","1","1","0","3300","2","4","4","25","6","500","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","1","1","No"
3,"613",74,"1","0","0","2","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","2","14","2","0","0","0","2","1","22","999","0","0","6","0","0","0","6","1","1","0","4","0","0","40","6","0","0","1","2","3","1","1000","1","0","0","1","0","1","1","0","0","1","No"
1,"1001",66,"1","1","0","0","2","0","1","2","2","1","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","1","3","2","5","1","4","999","999","0","1","1","7290","46","0","1","1","0","705","0","5","5","25","6","100","44","1","1","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
4,"1102",77,"1","1","0","2","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","1","2","1","2","1","51","999","0","0","6","8180","0","0","1","1","0","3655","4","3","3","25","6","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"802",141,"4","6","3","2","2","0","1","2","2","2","2",0,"10","1","1","2","2","1","2","3","3","3","3","1","16","2","0","2","5","0","4","999","999","7","0","1","170","55","1970","1","2","0","205","3","3","4","207","5","600","25","1","2","2","6","4000","5","1","0","1","0","0","0","0","0","4","No"
1,"1201",104,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","2","2","2","1","2","1","2","2","2","1","17","2","0","0","0","2","2","50","89","0","0","6","0","0","0","3","1","0","0","4","0","0","25","1","0","0","2","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"506",39,"1","1","0","0","0","0","1","2","2","2","1",1,"1","2","5","0","0","0","0","1","3","3","3","1","19","1","1","2","5","0","4","999","999","0","1","1","5090","34","0","6","1","0","4720","0","4","4","25","4","500","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"804",85,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","3","2","2","2","2","1","2","2","2","1","16","1","0","0","0","2","1","902","999","0","0","6","0","0","0","4","1","0","0","0","0","4","25","1","0","0","2","1","3","2","3000","2","0","1","1","0","0","0","0","0","1","No"
3,"702",177,"5","1","3","2","2","0","1","2","2","2","1",2,"1","1","1","2","2","1","2","1","3","3","3","1","16","2","1","2","5","1","1","275","999","8","2","1","3960","52","1200","2","2","0","5610","4","3","3","329","2","700","25","1","2","1","8","8000","15","0","0","1","1","0","0","0","0","3","No"
1,"602",214,"5","6","3","2","1","0","2","2","2","1","0",0,"0","1","5","0","0","0","0","1","2","2","2","1","16","2","0","2","1","2","1","360","999","8","0","6","9290","0","1210","6","2","0","4230","4","3","3","362","2","0","0","2","1","4","9","9000","29","0","0","2","1","1","0","0","0","3","No"
1,"602",74,"1","3","0","0","2","0","1","2","1","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","22","2","1","1","3","2","1","50","999","0","0","6","7860","0","0","6","1","0","2350","4","4","5","25","6","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
3,"703",40,"1","2","0","2","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","22","2","3","2","5","1","2","50","26","0","1","1","7860","43","0","6","1","0","2310","4","5","5","33","6","700","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"706",28,"1","1","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","2","2","1","2","2","2","1","18","2","0","0","0","2","1","51","999","0","0","6","3390","0","0","1","1","0","565","4","0","4","25","5","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"806",66,"1","0","0","0","2","2","1","1","1","1","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","1","50","999","0","0","6","0","0","0","1","1","0","0","4","0","4","25","6","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"703",91,"1","2","0","0","2","2","1","1","1","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","20","2","2","2","5","1","2","22","26","0","1","1","8470","35","0","1","1","0","2300","4","4","4","36","5","700","25","1","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"608",85,"1","1","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","1","1","2","1","3","3","3","1","21","1","5","3","5","1","1","50","999","0","0","1","8180","0","0","1","1","0","300","0","5","6","45","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
